index,close,BB_signal,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Daily Returns,Portfolio Cumulative Returns,Base Daily Returns,Base Cumulative Returns
2019-12-19,55.21599912643433,0,650,0.0,35890.39943218232,117701.50194644928,153591.9013786316,0.0002666811178824169,0.02394600919087697,0.0011422529288687144,0.09549035384604498
2019-12-20,55.33400011062622,0,650,0.0,35967.10007190704,117701.50194644928,153668.60201835632,0.0004993794531891194,0.02445734678904188,0.0021370795794473096,0.09783150391073092
2019-12-23,54.60799942016601,0,650,0.0,35495.1996231079,117701.50194644928,153196.7015695572,-0.003070896999132988,0.021311343797047577,-0.013120336303335312,0.0834275853750257
2019-12-24,54.63099851608277,0,650,0.0,35510.149035453804,117701.50194644928,153211.65098190308,9.758312152108317e-05,0.02141100654602024,0.00042116715794326964,0.08388388949199554
2019-12-26,54.7989990234375,0,650,0.0,35619.349365234375,117701.50194644928,153320.85131168365,0.0007127416817240828,0.02213900874455743,0.0030751864677207585,0.08721703456154195
2019-12-27,54.77400016784669,0,650,0.0,35603.10010910035,117701.50194644928,153304.60205554962,-0.00010598203698330977,0.022030680370330513,-0.0004561918289807121,0.08672105503404626
2019-12-30,54.58899850845337,0,650,0.0,35482.84903049469,117701.50194644928,153184.35097694397,-0.000784393142758244,0.021229006512959447,-0.003377545164245932,0.08305060558973176
2019-12-31,54.61600065231323,0,650,0.0,35500.4004240036,117701.50194644928,153201.90237045288,0.00011457693554839388,0.02134601580301876,0.000494644426489721,0.083586330535393
2020-01-02,55.03899960517883,0,650,0.0,35775.34974336624,117701.50194644928,153476.85168981552,0.0017946860653061947,0.023179011265436422,0.0077449638899489415,0.09197866753703199
2020-01-03,55.00599889755248,0,650,0.0,35753.89928340911,117701.50194644928,153455.4012298584,-0.00013976348694244578,0.023036008199055713,-0.000599587708044802,0.09132393055052956
2020-01-06,55.08299856185913,0,650,0.0,35803.949065208435,117701.50194644928,153505.45101165771,0.0003261519724830908,0.023369673411051117,0.0013998412145930228,0.09285161076698589
2020-01-07,55.16800022125244,0,650,0.0,35859.20014381409,117701.50194644928,153560.70209026337,0.00035992909855342425,0.023738013935088897,0.0015431559939107498,0.094538051280596
2020-01-08,55.210200881958,0,650,0.0,35886.6305732727,117701.50194644928,153588.13251972198,0.0001786292266525713,0.023920883464813025,0.0007649481680740422,0.09537531615781036
2020-01-09,55.416999435424806,0,650,0.0,36021.04963302612,117701.50194644928,153722.5515794754,0.0008751917062090886,0.02481701052983576,0.0037456584139035076,0.09947821792715916
2020-01-10,55.47300052642822,0,650,0.0,36057.450342178345,117701.50194644928,153758.95228862762,0.00023679485396388422,0.025059681924183952,0.0010105399349287225,0.10058928457395888
2020-01-13,55.60899887084961,0,650,0.0,36145.849266052246,117701.50194644928,153847.35121250153,0.0005749188750192591,0.02564900808334336,0.002451613273678932,0.1032875038728891
2020-01-14,55.59500102996826,0,650,0.0,36136.75066947937,117701.50194644928,153838.25261592865,-5.914041744081722e-05,0.025588350772857593,-0.00025171898731468634,0.10300978545969719
2020-01-15,55.69300060272217,0,650,0.0,36200.45039176941,117701.50194644928,153901.9523382187,0.00041406946066313566,0.02601301558812441,0.0017627407309712684,0.10495410573518682
2020-01-16,55.91850032806397,0,650,0.0,36347.025213241584,117701.50194644928,154048.52715969086,0.0009523909167186151,0.0269901810646056,0.004048977841046186,0.10942804042468168
